GKZ,Gemeindeverbandsname,Deutschlandatlas_VBGEM1223__pendel,Deutschlandatlas_VBGEM1222__preis_miet_best,Deutschlandatlas_VBGEM1222__reg_energie,Deutschlandatlas_VBGEM1219__oenv,Deutschlandatlas_VBGEM1219__p_ozmz_miv,Deutschlandatlas_VBGEM1219__p_ozmz_oev
06435001,"Bad Orb, Stadt",24.14,6.84,0.290287645687646,89.8,0.79,5.87
06435002,"Bad Soden-Salmünster, Stadt",25.1,6.26,1.15309079071113,73.1,2.9,8.68
06435003,Biebergemünd,24.02,6.33,0.883983917083631,93.6,8.48,22.65
06435004,Birstein,26.74,5.16,6.93866693535386,93.1,13.42,40.7
06435005,Brachttal,26.84,5.53,0.763767734328945,99.6,7.62,24.42
06435006,"Bruchköbel, Stadt",18.32,7.38,1.14894737094838,99.7,1.75,7.37
06435007,"Erlensee, Stadt",19.5,7.45,0.339823094746071,100.0,5.55,18.18
06435008,Flörsbachtal,28.48,5.08,5.47182109704641,92.2,16.3,38.61
06435009,Freigericht,21.28,6.49,0.672032579741821,99.6,8.89,29.37
06435010,"Gelnhausen, Barbarossast., Krst.",,,,99.8,3.06,12.78
06435011,Großkrotzenburg,19.47,7.52,0.314539373750833,100.0,6.84,22.36
06435012,Gründau,21.99,6.88,1.08875527740189,93.9,6.38,29.21
06435013,Hammersbach,22.14,6.59,0.710552208426623,100.0,9.75,27.41
06435014,"Hanau, Brüder-Grimm-Stadt",16.92,7.82,0.234824878655144,99.9,3.84,12.09
06435015,Hasselroth,23.12,6.59,2.04795788905385,99.2,9.0,26.32
06435016,Jossgrund,29.21,5.14,3.29935939762525,99.6,12.48,20.84
06435017,"Langenselbold, Stadt",22.35,7.28,0.637622604052574,98.7,9.14,29.77
06435018,Linsengericht,24.78,6.73,0.65390620257007,97.2,3.55,18.47
06435019,"Maintal, Stadt",16.67,8.12,0.369996031646364,99.9,2.33,13.47
06435020,Neuberg,22.05,7.06,2.66457129881926,100.0,6.48,25.92
06435021,"Nidderau, Stadt",21.52,7.24,0.470821207729469,100.0,8.67,23.4
06435022,Niederdorfelden,17.02,7.16,0.452468765493307,100.0,5.81,17.6
06435023,Rodenbach,21.82,7.14,0.304289137520923,100.0,9.0,29.91
06435024,Ronneburg,23.05,6.45,0.859900684931507,98.1,10.54,37.62
06435025,"Schlüchtern, Stadt",26.89,5.77,8.76010488514643,87.9,4.99,14.96
06435026,Schöneck,19.03,7.4,2.08163999666277,99.7,7.9,26.37
06435027,Sinntal,26.73,4.77,3.2337463800905,50.5,11.89,34.36
06435028,"Steinau an der Straße, Brüder-Grimm-Stadt",26.16,5.47,2.26413576318581,70.0,8.72,23.24
06435029,"Wächtersbach, Stadt",23.92,6.16,2.68962117701576,93.5,2.61,9.12
06435200,"Gutsbezirk Spessart, gemfr. Gebiet",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
06436001,"Bad Soden am Taunus, Stadt",15.68,10.22,0.17607805888956,98.4,1.61,7.29
06436002,"Eppstein, Stadt",21.82,8.73,0.280691016136066,98.6,8.72,20.8
06436003,"Eschborn, Stadt",12.69,10.14,0.268422881739918,100.0,1.98,6.56
06436004,"Flörsheim am Main, Stadt",19.76,8.55,1.4423385657407,99.5,2.2,9.25
06436005,"Hattersheim am Main, Stadt",17.57,8.75,0.223700049074593,99.7,3.03,8.41
06436006,"Hochheim am Main, Stadt",19.32,8.61,0.282816539000971,99.7,2.43,9.41
06436007,"Hofheim am Taunus, Kreisstadt",18.65,9.03,0.316340516707538,99.3,3.5,10.74
06436008,"Kelkheim (Taunus), Stadt",17.35,9.35,0.270781808189063,99.4,2.24,10.05
06436009,Kriftel,18.08,9.36,0.286504349385705,100.0,2.73,9.01
06436010,Liederbach am Taunus,17.59,9.82,0.232578128448466,100.0,3.13,12.55
06436011,"Schwalbach am Taunus, Stadt",14.7,8.79,0.198033378439332,99.9,1.93,3.46
06436012,Sulzbach (Taunus),14.69,9.81,0.206175521617552,100.0,1.95,7.04
06437001,"Bad König, Stadt",19.49,6.84,1.75691508391116,96.7,8.96,19.75
06437003,Brensbach,21.77,6.1,1.01945262317973,85.3,13.19,38.98
06437004,"Breuberg, Stadt",18.75,6.0,0.33452580176851,96.2,12.19,29.26
06437005,Brombachtal,21.47,5.48,0.896316633266533,84.6,8.31,20.6
06437006,"Erbach, Kreisstadt",18.99,6.49,1.08904063819131,94.3,3.77,6.49
06437007,Fränkisch-Crumbach,20.92,6.08,0.676264457439896,86.4,14.89,33.02
06437009,Höchst i. Odw.,21.09,6.3,0.408522240527183,96.2,11.24,24.75
06437010,Lützelbach,20.26,5.61,4.10630147058824,99.7,8.67,21.83
06437011,"Michelstadt, Stadt",18.09,6.46,0.60378834565447,98.0,4.06,8.16
06437012,Mossautal,21.04,5.34,4.74136161616162,92.8,10.2,17.46
06437013,Reichelsheim (Odenwald),19.67,5.99,0.973712340025831,87.2,15.63,39.46
06437016,"Oberzent, Stadt",23.04,5.19,0.848533657587549,80.1,13.95,26.06
06438001,"Dietzenbach, Kreisstadt",15.2,8.45,0.22106244273935,100.0,1.21,8.17
06438002,"Dreieich, Stadt",14.12,8.75,0.389357572172267,99.7,2.45,11.76
06438003,Egelsbach,16.79,8.78,0.448825096053091,99.3,3.5,21.01
06438004,Hainburg,17.45,7.04,0.398224953134764,99.8,5.3,17.21
06438005,"Heusenstamm, Stadt",15.13,8.81,0.194835284367554,100.0,2.15,8.73
06438006,"Langen (Hessen), Stadt",16.18,8.83,0.162327001045465,100.0,1.68,9.72
06438007,Mainhausen,20.47,7.59,0.393146306961706,98.5,4.6,15.01
06438008,"Mühlheim am Main, Stadt",14.14,8.3,0.207635922330097,99.9,2.61,10.56
06438009,"Neu-Isenburg, Stadt",12.56,9.48,0.120392699875277,100.0,2.38,7.24
06438010,"Obertshausen, Stadt",14.75,8.18,0.182227842099024,94.0,2.08,7.54
06438011,"Rodgau, Stadt",18.82,8.34,0.29738622754491,100.0,2.53,13.49
06438012,"Rödermark, Stadt",17.81,8.53,0.327376708052993,97.5,2.15,11.9
06438013,"Seligenstadt, Stadt",,,,99.9,2.33,10.63
06439001,Aarbergen,24.19,5.71,0.571450109821148,90.8,16.27,35.23
06439002,"Bad Schwalbach, Kreisstadt",21.7,7.32,0.278182852143482,100.0,2.18,8.69
06439003,"Eltville am Rhein, Stadt",19.34,8.58,0.396437879850397,99.1,3.22,18.67
06439004,"Geisenheim, Hochschulstadt",19.88,7.69,0.521248397298914,99.5,2.6,12.82
06439005,Heidenrod,27.97,5.96,8.8410521004163,96.0,10.95,27.18
06439006,Hohenstein,24.29,4.06,1.94098087297695,61.7,19.78,46.5
06439006,Hohenstein,24.29,4.06,1.94098087297695,95.2,8.7,22.67
06439006,Hohenstein,24.29,5.94,0.719059983961508,61.7,19.78,46.5
06439006,Hohenstein,24.29,5.94,0.719059983961508,95.2,8.7,22.67
06439006,Hohenstein,23.01,4.06,1.94098087297695,95.2,8.7,22.67
06439006,Hohenstein,23.01,5.94,0.719059983961508,61.7,19.78,46.5
06439006,Hohenstein,23.01,5.94,0.719059983961508,95.2,8.7,22.67
06439006,Hohenstein,23.01,4.06,1.94098087297695,61.7,19.78,46.5
06439007,Hünstetten,27.96,6.72,0.647567549542683,98.9,9.33,21.33
06439008,"Idstein, Hochschulstadt",25.96,7.84,0.299499530406199,99.7,3.15,9.27
06439009,Kiedrich,19.15,8.17,0.267797987236132,94.4,4.07,20.29
06439010,"Lorch, Stadt",20.91,5.75,0.260002240477969,92.0,11.36,24.48
06439010,"Lorch, Stadt",20.91,7.25,1.33090729800963,92.0,11.36,24.48
06439010,"Lorch, Stadt",20.91,7.25,1.33090729800963,85.1,13.58,37.41
06439010,"Lorch, Stadt",20.91,5.75,0.260002240477969,85.1,13.58,37.41
06439010,"Lorch, Stadt",28.88,7.25,1.33090729800963,92.0,11.36,24.48
06439010,"Lorch, Stadt",28.88,7.25,1.33090729800963,85.1,13.58,37.41
06439010,"Lorch, Stadt",28.88,5.75,0.260002240477969,92.0,11.36,24.48
06439010,"Lorch, Stadt",28.88,5.75,0.260002240477969,85.1,13.58,37.41
06439011,Niedernhausen,24.15,8.31,0.372711417985854,96.6,8.31,22.99
06439012,"Oestrich-Winkel, Stadt",21.46,8.19,0.337368096083904,98.4,4.8,18.6
06439013,"Rüdesheim am Rhein, Stadt",16.93,7.5,0.333932663616471,92.3,2.38,9.78
06439014,Schlangenbad,20.82,7.92,0.311116957259682,94.6,8.16,23.33
06439015,"Taunusstein, Stadt",19.04,7.82,0.272452125933139,98.4,3.05,11.49
06439016,Waldems,26.77,6.65,0.443806007751938,95.4,7.61,21.85
06439017,Walluf,17.86,8.38,0.232068441064639,100.0,6.37,24.17
06440001,Altenstadt,24.44,6.74,0.56726873670108,95.8,13.94,31.12
06440002,"Bad Nauheim, Stadt",20.4,8.22,0.485589146359695,99.9,3.71,11.06
06440003,"Bad Vilbel, Stadt",15.2,9.77,0.165912746797919,99.5,2.67,11.38
06440004,"Büdingen, Stadt",23.69,6.64,0.591403898859517,93.6,5.01,15.33
06440005,"Butzbach, Friedrich-Ludwig-Weidig-Stadt",24.45,7.2,0.597866725056565,99.0,3.42,11.19
06440006,Echzell,22.39,6.22,0.612932672590567,98.9,12.4,34.38
06440007,"Florstadt, Stadt",22.43,6.37,0.793557353106393,92.6,11.82,35.38
06440008,"Friedberg (Hessen), Kreisstadt",21.7,7.93,0.333051366084756,99.6,3.36,11.93
06440009,"Gedern, Stadt",25.72,5.4,4.75965754366662,97.5,17.33,41.81
06440010,Glauburg,25.95,6.03,0.65581715210356,100.0,12.2,31.94
06440011,Hirzenhain,25.86,5.7,1.07151355932203,81.2,12.92,34.06
06440012,"Karben, Stadt",18.92,8.67,0.678196357673054,99.8,8.77,22.74
06440013,Kefenrod,24.27,4.91,0.787377909124492,100.0,11.92,32.99
06440014,Limeshain,23.86,6.25,0.438717383879781,99.6,12.83,31.47
06440015,"Münzenberg, Stadt",24.68,6.66,0.720370198902606,98.6,7.37,17.47
06440016,"Nidda, Stadt",22.08,6.04,0.821547082152975,95.8,3.87,12.41
06440017,"Niddatal, Stadt",23.16,7.11,0.519072486984381,100.0,9.96,27.59
06440018,Ober-Mörlen,22.14,6.95,0.414694715238584,93.3,7.28,29.04
06440019,"Ortenberg, Stadt",23.87,5.51,0.685692590939523,93.5,10.99,34.31
06440020,Ranstadt,26.05,6.27,0.527705061406773,91.5,8.13,23.74
06440021,"Reichelsheim (Wetterau), Stadt",24.17,6.47,0.495504672897196,100.0,10.41,26.83
06440022,Rockenberg,24.95,6.25,0.43225302530253,100.0,6.08,19.5
06440023,"Rosbach v. d. Höhe, Stadt",21.49,8.36,0.494326239511823,97.9,6.47,25.01
06440024,Wölfersheim,23.22,6.19,1.35859608686745,99.8,10.52,25.21
06440025,Wöllstadt,21.39,7.48,0.347201038575668,99.9,6.77,15.59
06531001,"Allendorf (Lumda), Stadt",23.37,5.45,0.343248954489545,93.4,21.91,36.06
06531002,Biebertal,17.41,6.36,0.441408937437934,98.9,15.34,29.59
06531003,Buseck,19.47,6.5,0.871959610448437,98.0,13.19,34.89
06531004,Fernwald,19.97,6.72,1.16724111888112,99.7,8.26,21.18
06531005,"Gießen, Universitätsstadt",18.85,8.18,0.448295232936078,99.7,5.69,10.92
06531006,"Grünberg, Stadt",23.47,5.74,1.58079418521177,99.7,5.51,10.04
06531007,Heuchelheim a. d. Lahn,15.61,7.39,1.40391579731744,99.9,9.88,14.56
06531008,"Hungen, Stadt",22.75,5.73,1.00740541574237,88.6,6.13,12.84
06531009,Langgöns,21.87,6.39,0.708597054092948,98.9,11.03,22.49
06531010,"Laubach, Stadt",22.96,5.5,0.536617283950617,86.8,5.14,8.91
06531011,"Lich, Stadt",22.55,6.87,0.622317414544943,99.8,4.89,14.53
06531012,"Linden, Stadt",19.81,7.8,0.76047949642936,99.5,11.67,22.07
06531013,"Lollar, Stadt",18.21,6.39,0.279947197245074,99.5,14.53,21.07
06531014,"Pohlheim, Stadt",18.56,6.88,0.382802921735266,99.8,10.52,22.46
06531015,Rabenau,24.69,5.22,4.5391977105161,97.9,17.38,30.01
06531016,Reiskirchen,20.68,6.05,0.550216775909566,98.4,11.71,21.97
06531017,"Staufenberg, Stadt",20.29,6.56,2.69388960355514,97.9,14.81,25.54
06531018,Wettenberg,18.02,7.02,0.438252494543187,98.7,12.39,20.58
06532001,"Aßlar, Stadt",15.63,6.3,1.70060679402471,94.3,6.38,32.58
06532002,Bischoffen,22.13,5.48,3.71750166112957,75.6,13.63,34.92
06532003,"Braunfels, Stadt",20.89,6.31,0.404892103135388,95.7,11.66,34.8
06532004,Breitscheid,18.16,4.87,6.81085125523013,90.0,8.17,26.73
06532005,Dietzhölztal,16.88,5.27,0.716166636963108,95.6,13.51,31.64
06532006,"Dillenburg, Oranienstadt",15.06,5.9,1.53835557921635,91.8,3.65,15.22
06532007,Driedorf,18.84,4.96,5.59943836416748,89.8,11.93,25.16
06532008,Ehringshausen,17.91,5.85,0.519897274633124,95.4,9.89,36.1
06532009,Eschenburg,16.85,5.47,1.00908661573569,85.4,11.82,32.78
06532010,Greifenstein,23.21,4.95,2.98373830498177,83.7,15.68,37.85
06532011,"Haiger, Stadt",15.21,5.65,0.577662742699893,80.4,4.05,13.98
06532012,"Herborn, Stadt",17.47,6.15,0.527792715612137,91.2,3.82,11.33
06532013,Hohenahr,22.37,5.25,4.78459979591837,96.2,18.35,39.19
06532014,Hüttenberg,19.65,6.12,0.773918599321661,84.6,10.4,30.51
06532015,Lahnau,15.54,6.58,0.598572670207629,94.5,5.94,27.69
06532016,"Leun, Stadt",19.75,5.68,2.02998107689661,99.8,11.7,32.34
06532017,Mittenaar,17.14,5.51,1.19211049037865,78.5,9.7,23.14
06532018,Schöffengrund,19.27,5.62,0.791809319435929,94.7,10.41,32.87
06532019,Siegbach,21.33,4.26,4.21509332803813,77.9,16.85,40.5
06532020,Sinn,18.17,5.85,0.719909844877899,97.8,4.92,19.03
06532021,"Solms, Stadt",17.88,5.88,0.733687851680854,94.1,8.14,24.68
06532022,Waldsolms,27.14,5.47,1.83006363261944,98.9,14.18,49.22
06532023,"Wetzlar, Stadt",15.4,7.17,0.355054957831214,99.5,3.48,15.81
06533001,Beselich,25.0,5.49,1.25713473829677,95.7,9.32,23.56
06533002,Brechen,31.14,5.75,0.990981312741313,95.8,9.39,25.05
06533003,"Bad Camberg, Stadt",28.42,6.97,2.36018553239121,99.3,9.86,31.58
06533004,Dornburg,25.22,5.23,1.46206007552352,86.3,11.31,38.92
06533005,Elbtal,26.24,5.81,4.28434043424826,62.6,12.15,28.33
06533006,Elz,23.52,6.13,2.37961441690779,99.9,4.91,18.68
06533007,"Hadamar, Stadt",23.01,6.04,0.580146449930992,99.5,8.91,25.55
06533008,Hünfelden,30.11,5.69,3.18194708886619,87.5,10.66,33.75
06533009,"Limburg a.d. Lahn, Kreisstadt",,,,99.7,2.84,12.0
06533010,Löhnberg,23.12,5.91,0.983647578040904,92.8,7.0,16.22
06533011,"Mengerskirchen, Marktflecken",23.9,5.07,2.01046027064539,98.3,16.24,31.69
06533012,"Merenberg, Marktflecken",23.74,5.41,1.25034544889717,96.0,9.16,25.44
06533013,"Runkel, Stadt",26.44,5.62,1.21735349476578,94.0,8.32,21.6
06533014,Selters (Taunus),33.01,5.71,0.603768536826495,99.2,14.75,39.87
06533015,"Villmar, Marktflecken",27.98,5.52,1.22553933579336,96.7,12.35,33.94
06533016,Waldbrunn (Westerwald),25.92,5.01,1.25308967160116,93.3,13.29,38.93
06533017,"Weilburg, Stadt",21.85,5.89,0.676183515824209,89.7,3.4,11.3
06533018,"Weilmünster, Marktflecken",25.2,5.4,2.17809993270525,83.4,13.24,29.56
06533019,Weinbach,25.01,5.17,3.95992369477912,98.8,7.8,22.52
06534001,"Amöneburg, Stadt",19.87,5.74,5.54681684465041,94.3,7.49,31.77
06534002,Angelburg,19.05,5.17,1.06783138856476,99.6,14.99,34.29
06534003,Bad Endbach,19.45,5.13,4.78303371069182,80.4,10.87,30.17
06534004,"Biedenkopf, Stadt",15.35,5.38,1.41985725753485,92.0,3.22,9.51
06534005,Breidenbach,15.64,5.16,3.86408071155542,88.4,9.74,25.54
06534006,Cölbe,17.42,6.76,2.25945024494795,97.6,8.13,21.78
06534007,Dautphetal,17.91,5.58,2.0939710982659,80.8,7.93,19.21
06534008,Ebsdorfergrund,19.58,6.4,0.899059448688143,98.8,13.97,36.72
06534009,Fronhausen,21.6,6.33,3.90910630587098,83.3,14.14,31.3
06534010,"Gladenbach, Stadt",19.28,5.91,1.70712219291936,96.0,2.87,12.56
06534011,"Kirchhain, Stadt",18.84,6.03,2.29745346859434,95.7,3.24,13.1
06534012,Lahntal,18.68,6.35,0.675707547169811,89.6,12.13,32.69
06534013,Lohra,20.75,5.52,0.845092192245846,99.0,8.98,28.74
06534014,"Marburg, Universitätsstadt",17.65,8.74,0.410219937054403,100.0,4.67,14.61
06534015,Münchhausen,24.42,4.84,1.95672066365008,87.8,9.57,42.2
06534016,"Neustadt (Hessen), Stadt",21.73,5.13,6.64633695756759,95.4,8.4,23.11
06534017,"Rauschenberg, Stadt",22.12,5.44,5.38707664884135,96.7,10.18,26.26
06534018,"Stadtallendorf, Stadt",13.43,5.54,0.62518109688196,91.8,2.16,10.07
06534019,Steffenberg,16.74,5.12,3.15609995064166,99.3,13.1,31.26
06534020,Weimar (Lahn),19.59,7.02,0.738550131378786,97.1,9.31,25.81
06534021,"Wetter (Hessen), Stadt",19.82,5.57,0.881817425083241,99.5,14.66,31.99
06534022,Wohratal,22.27,4.94,1.00470083487941,80.2,12.9,36.78
06535001,"Alsfeld, Stadt",22.76,5.61,6.33032688384744,88.5,2.69,11.06
06535002,Antrifttal,26.62,4.43,7.72244511525796,96.5,7.99,17.74
06535003,Feldatal,29.77,4.2,8.85900871369295,99.8,15.67,37.67
06535004,Freiensteinau,28.65,4.27,19.4816677125824,98.0,17.01,41.48
06535005,Gemünden (Felda),28.07,4.5,6.25420289855072,88.2,17.57,35.76
06535006,"Grebenau, Stadt",25.92,4.53,7.83289640768588,85.4,13.28,25.1
06535007,Grebenhain,26.6,4.46,6.05818800436205,96.8,21.32,42.41
06535008,"Herbstein, Stadt",18.33,4.62,2.37347833511206,91.2,12.57,27.3
06535009,"Homberg (Ohm), Stadt",22.34,5.17,3.55588578646457,87.7,13.2,36.21
06535010,"Kirtorf, Stadt",21.8,4.71,10.9063022819631,98.0,11.18,23.66
06535011,"Lauterbach (Hessen), Kreisstadt",17.33,5.33,6.73958832853026,97.1,4.25,8.35
06535012,Lautertal (Vogelsberg),21.82,4.0,44.5476978891821,83.0,13.13,25.86
06535013,Mücke,25.93,5.15,4.18704006325778,90.0,11.4,28.57
06535014,"Romrod, Stadt",25.65,4.71,8.00605904059041,73.1,6.99,32.82
06535015,"Schlitz, Stadt",19.65,4.61,4.10901849979782,76.5,16.88,33.45
06535016,"Schotten, Stadt",24.7,5.51,0.559320657043305,84.2,14.98,35.02
06535018,"Ulrichstein, Stadt",27.53,4.47,3.68864101717305,92.4,18.57,39.71
06535019,Wartenberg,19.27,4.78,5.58636119711042,98.7,6.47,16.6
06611000,"Kassel, documenta-Stadt",9.85,6.77,0.279295486821873,100.0,5.6,13.8
06631001,Bad Salzschlirf,19.8,5.38,0.753493273542601,78.3,12.24,24.84
06631002,"Burghaun, Marktgemeinde",21.77,5.08,2.49638408949658,78.6,9.13,29.01
06631003,Dipperz,16.49,5.38,1.65170096551724,84.2,13.5,27.84
06631004,Ebersburg,20.14,4.55,1.86510522959184,66.6,16.63,48.88
06631005,Ehrenberg (Rhön),26.77,4.45,1.9657508826991,74.1,28.6,64.59
06631006,Eichenzell,16.95,5.63,2.80211696373149,94.0,9.88,27.84
06631007,"Eiterfeld, Marktgemeinde",21.62,4.85,9.57803867791842,50.6,16.15,41.83
06631008,Flieden,25.8,5.02,1.59209028017987,86.6,9.68,36.23
06631009,"Fulda, Stadt",15.94,6.73,0.618805854104734,99.9,3.96,13.83
06631010,"Gersfeld (Rhön), Stadt",21.53,5.23,1.10324564902103,45.1,23.47,57.28
06631011,Großenlüder,17.59,5.15,1.85133553907587,93.2,11.9,33.51
06631012,"Hilders, Marktgemeinde",25.82,4.7,1.24528709611031,91.0,24.77,54.97
06631013,Hofbieber,20.44,5.51,3.45491170731707,78.9,15.33,36.21
06631014,Hosenfeld,22.87,4.42,1.39178967994775,94.3,17.15,40.04
06631015,"Hünfeld, Konrad-Zuse-Stadt",20.97,5.75,1.0803778407414,70.6,3.67,13.11
06631016,Kalbach,21.43,4.54,1.51607372139456,76.2,15.01,42.92
06631017,Künzell,16.52,6.32,0.802963251670379,95.2,7.71,21.53
06631018,Neuhof,21.18,5.12,1.25936573566995,87.2,11.76,34.2
06631019,Nüsttal,22.33,4.95,1.73902363013699,48.3,9.0,27.44
06631020,Petersberg,16.47,6.56,0.768445277269957,98.9,6.43,19.21
06631020,Petersberg,16.47,6.56,0.768445277269957,94.1,14.88,38.81
06631020,Petersberg,16.47,5.5,1.3907310484732,98.9,6.43,19.21
06631020,Petersberg,16.47,5.5,1.3907310484732,94.1,14.88,38.81
06631020,Petersberg,20.98,6.56,0.768445277269957,98.9,6.43,19.21
06631020,Petersberg,20.98,6.56,0.768445277269957,94.1,14.88,38.81
06631020,Petersberg,20.98,5.5,1.3907310484732,98.9,6.43,19.21
06631020,Petersberg,20.98,5.5,1.3907310484732,94.1,14.88,38.81
06631021,Poppenhausen (Wasserkuppe),17.68,4.68,2.43894479205006,52.1,21.06,51.69
06631022,"Rasdorf, Point-Alpha-Gemeinde",23.41,3.92,2.40725806451613,84.5,14.5,38.87
06631023,"Tann (Rhön), Stadt",24.37,4.77,1.05597787513691,78.4,23.77,69.04
06632001,Alheim,19.81,4.56,2.27532466223029,72.8,8.41,20.92
06632002,"Bad Hersfeld, Kreisstadt",13.68,5.94,1.4493028187394,98.7,4.18,11.17
06632003,"Bebra, Stadt",17.31,5.11,1.07735135521705,88.9,2.75,10.06
06632004,Breitenbach a. Herzberg,23.89,4.59,7.98037981330222,86.9,17.18,38.69
06632005,Cornberg,22.0,4.23,0.994030258302583,89.9,7.32,15.68
06632006,Friedewald,18.7,5.19,13.0294820229158,62.0,11.42,26.36
06632007,Hauneck,18.56,4.88,1.25133043207958,84.6,7.47,21.76
06632008,Haunetal,23.48,4.79,8.59733129874534,63.7,13.76,36.43
06632009,"Heringen (Werra), Stadt",17.5,4.7,8.4452156779661,96.7,3.47,13.04
06632010,Hohenroda,19.13,4.18,9.77933397870281,86.3,14.78,32.71
06632011,Kirchheim,22.06,4.92,7.50796513558384,58.8,11.36,29.79
06632012,Ludwigsau,15.9,4.94,4.86177751840546,88.9,8.78,22.34
06632013,Nentershausen,20.84,4.15,0.850773032819296,99.9,8.66,17.42
06632014,Neuenstein,21.89,4.94,2.16660662460568,82.8,11.87,22.0
06632015,"Niederaula, Marktgemeinde",20.88,4.92,2.57954300264051,96.8,12.05,27.44
06632016,"Philippsthal (Werra), Marktgemeinde",15.29,4.6,5.75376307467769,92.1,10.97,23.31
06632017,Ronshausen,21.4,4.74,1.00441058774489,75.9,7.31,17.04
06632018,"Rotenburg a. d. Fulda, Stadt",18.05,5.21,0.806624555666145,97.1,3.3,11.82
06632019,Schenklengsfeld,19.62,4.54,3.94824487895717,55.4,13.79,27.48
06632020,Wildeck,22.54,5.0,2.36477891772279,98.7,11.58,29.56
06633001,Ahnatal,13.87,6.13,0.518064580228515,100.0,5.19,16.96
06633002,"Bad Karlshafen, Stadt",17.64,4.38,1.01874695534506,92.8,10.42,28.81
06633003,"Baunatal, Stadt",11.05,6.18,0.579182328240234,100.0,2.6,14.27
06633004,Breuna,23.87,4.51,3.35718802462227,98.0,8.49,26.02
06633005,Calden,17.37,5.24,1.2981041886196,99.2,8.9,32.39
06633006,Bad Emstal,19.9,5.1,5.18147812971342,89.9,12.05,23.5
06633007,Espenau,14.68,5.78,1.08055734903152,99.8,3.81,15.13
06633008,Fuldabrück,12.1,6.1,0.94788696526304,99.0,9.04,29.13
06633009,Fuldatal,11.69,6.06,2.04654311755083,98.8,5.92,17.73
06633010,"Grebenstein, Stadt",17.63,4.76,2.82525129533679,80.5,6.83,21.84
06633011,Habichtswald,19.45,5.78,0.591672059383327,89.5,12.06,24.15
06633012,Helsa,18.32,5.82,4.59228010425717,92.1,8.15,22.59
06633013,"Hofgeismar, Stadt",16.74,5.19,1.12254764512596,88.9,3.09,9.45
06633014,"Immenhausen, Stadt",15.8,5.03,0.795901720248167,93.0,8.22,35.32
06633015,Kaufungen,14.29,6.26,1.52284534628643,91.5,12.08,24.11
06633016,"Liebenau, Stadt",22.67,4.0,8.74417229842757,88.3,7.59,22.11
06633017,Lohfelden,10.98,6.38,0.826966233585771,99.9,10.1,24.8
06633018,"Naumburg, Stadt",22.29,4.37,1.88447798865193,92.3,9.93,20.1
06633019,Nieste,17.25,5.46,0.683223557692308,99.7,15.45,36.48
06633020,Niestetal,11.15,6.65,1.03270334091307,99.8,7.25,19.35
06633021,Oberweser,,,,82.4,13.42,42.91
06633022,Reinhardshagen,19.54,5.08,0.854947392393532,95.4,11.7,17.42
06633023,Schauenburg,15.24,5.83,2.18010127771514,94.7,6.5,22.15
06633024,Söhrewald,17.19,5.38,9.81438251015608,99.5,13.04,39.37
06633025,"Trendelburg, Stadt",23.16,4.13,10.8755656461886,89.6,11.79,30.68
06633026,"Vellmar, Stadt",11.3,6.54,0.324251975749702,100.0,1.98,6.47
06633027,Wahlsburg,,,,91.7,9.13,28.36
06633028,"Wolfhagen, Hans-Staden-Stadt",20.09,5.02,3.00227088119766,91.8,3.68,10.17
06633029,"Zierenberg, Stadt",19.37,5.01,3.02253588734101,93.6,12.0,22.53
06633200,"Gutsbezirk Reinhardswald, gemfr. Gebiet",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
06634001,"Borken (Hessen), Stadt",22.24,5.19,1.48549812823576,89.8,4.91,19.25
06634002,Edermünde,14.36,5.47,2.81387530233808,98.6,5.7,25.45
06634003,"Felsberg, Stadt",18.76,4.94,3.52842123577542,79.5,9.01,29.97
06634004,Frielendorf,,,,62.0,9.97,26.57
06634005,"Fritzlar, Dom- und Kaiserstadt",19.8,5.71,1.17167354134788,91.5,4.36,10.1
06634006,Gilserberg,23.78,4.69,9.06021348695358,80.3,13.34,28.31
06634007,"Gudensberg, Stadt",17.81,5.8,1.79269858759892,91.7,8.06,20.32
06634008,Guxhagen,15.66,5.36,1.04439135194308,96.1,10.3,33.06
06634009,"Homberg (Efze), Reformationsstadt, Kreisstadt",21.99,5.15,1.86077030017983,79.0,2.96,11.27
06634010,Jesberg,27.32,4.32,1.61891670522906,77.5,12.5,20.81
06634011,Knüllwald,23.07,4.59,2.15911153586688,64.7,9.09,25.28
06634012,Körle,15.6,5.05,1.66266137908708,88.2,7.64,31.56
06634013,Malsfeld,16.05,5.12,1.99724241664578,88.3,7.18,18.08
06634014,"Melsungen, Stadt",12.79,5.9,1.0363533007335,97.6,2.3,8.82
06634015,Morschen,19.88,4.49,1.20772264150943,66.9,12.54,33.71
06634016,Neuental,27.93,4.21,2.04026111479761,99.9,9.58,25.24
06634017,"Neukirchen, Stadt",23.0,4.76,1.29016638200968,74.1,15.62,35.92
06634018,"Niedenstein, Stadt",18.41,5.6,1.27807315761162,95.4,10.93,26.42
06634019,Oberaula,24.63,4.75,0.835991790817878,88.1,18.59,44.54
06634020,Ottrau,27.13,3.93,7.72203327171904,22.3,13.72,29.09
06634021,Schrecksbach,24.84,4.47,3.44052163703455,85.3,11.43,22.17
06634022,"Schwalmstadt, Konfirmationsstadt",19.76,5.17,1.79329651665945,93.7,5.05,14.7
